68 output data

Passing Points:
(19, 3)
(18, 3)
(19, 3)
(18, 3)
(19, 3)
(19, 2)
(18, 2)
(19, 2)
(19, 3)
(18, 3)
(19, 3)
(19, 2)
(19, 1)
(18, 1)
(17, 1)
(16, 1)
(15, 1)
(14, 1)
(13, 1)
(12, 1)
(11, 1)
(10, 1)
(10, 0)
(10, 1)
(10, 0)
(11, 0)
(11, 1)
(11, 2)
(12, 2)
(12, 3)
(12, 4)
(12, 5)
(12, 4)
(12, 3)
(12, 4)
(12, 3)
(11, 3)
(11, 4)
(11, 5)
(11, 4)
(11, 3)
(12, 3)
(11, 3)
(11, 4)
(11, 3)
(11, 4)
(10, 4)
(9, 4)
(9, 3)
(9, 4)
(9, 5)
(9, 4)
(9, 5)
(9, 6)
(9, 7)
(8, 7)
(8, 8)
(7, 8)
(6, 8)
(5, 8)
(5, 9)
(4, 9)
(3, 9)
(3, 10)
(3, 11)
(3, 12)
(3, 13)
(2, 13)
(1, 13)
(1, 12)
(1, 13)
(1, 14)
(1, 15)
(1, 14)
(2, 14)
(2, 13)
(2, 12)
(2, 13)
(3, 13)
(3, 12)
(3, 13)
(3, 12)
(3, 13)
(2, 13)
(2, 12)
(2, 13)
(2, 14)
(2, 13)
(3, 13)
(3, 12)
(2, 12)
(1, 12)
(1, 11)
(1, 12)
(1, 13)
(2, 13)
(1, 13)
(1, 12)
(2, 12)
(2, 11)
(2, 12)
(2, 11)
(2, 10)
(2, 11)
(2, 12)
(1, 12)
(2, 12)
(1, 12)
(1, 11)
(1, 12)
(2, 12)
(2, 13)
(3, 13)
(3, 12)
(2, 12)
(3, 12)
(3, 11)
(3, 10)
(3, 11)
(2, 11)
(2, 12)
(2, 13)
(1, 13)
(1, 14)
(1, 13)
(1, 14)
(1, 15)
(1, 14)
(1, 15)
(1, 16)
(1, 17)
(1, 16)
(2, 16)
(3, 16)
(3, 15)
(2, 15)
(1, 15)
(2, 15)
(3, 15)
(3, 14)
(2, 14)
(2, 13)
(2, 14)
(2, 15)
(2, 16)
(2, 15)
(2, 16)
(1, 16)
(1, 17)
(2, 17)
(2, 16)
(1, 16)
(1, 15)
(1, 16)
(1, 17)
(1, 18)
(1, 19)
(2, 19)
(1, 19)
(1, 18)
(1, 19)
(2, 19)
(2, 18)
(3, 18)
(3, 19)
(3, 20)
(3, 21)
(3, 20)
(3, 21)
(3, 20)
(2, 20)
(2, 21)
(3, 21)
(3, 20)
(3, 21)
(3, 22)
(3, 21)
(3, 22)
(3, 21)
(3, 22)
(2, 22)
(2, 23)
(2, 24)
(2, 25)
(3, 25)
(2, 25)
(1, 25)
(1, 26)
(1, 27)
(1, 28)
(1, 27)
(1, 26)
(2, 26)
(2, 25)
(1, 25)
(1, 24)
(1, 23)
(1, 22)
(1, 21)
(1, 20)
(1, 21)
(1, 20)
(2, 20)
(2, 19)
(3, 19)
(3, 18)
(2, 18)
(1, 18)
(2, 18)
(1, 18)
(1, 19)
(2, 19)
(1, 19)
(2, 19)
(2, 18)
(1, 18)
(1, 17)
